Strategy_FutScen_nr,District,Zone,Region,Strata,Strata_withoutUrban,Strategy,FutScen_label
57,Kishapu,Lake,Shinyanga,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Ludewa,Southern Highlands,Njombe,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Kilombero,Eastern,Morogoro,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Itilima,Lake,Simiyu,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Bunda TC,Lake,Mara,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Itilima,Lake,Simiyu,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Nkasi,Southwest Highlands,Rukwa,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Busega,Lake,Simiyu,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Kilombero,Eastern,Morogoro,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Ludewa,Southern Highlands,Njombe,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Mkinga,Northern,Tanga,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Kahama TC,Lake,Shinyanga,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Meatu,Lake,Simiyu,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Pangani,Northern,Tanga,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Kishapu,Lake,Shinyanga,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Tarime TC,Lake,Mara,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Ifakara,Eastern,Morogoro,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Maswa,Lake,Simiyu,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Korogwe,Northern,Tanga,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Madaba,Southern Highlands,Ruvuma,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Kwimba,Lake,Mwanza,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Bukombe,Lake,Geita,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Nkasi,Southwest Highlands,Rukwa,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Igunga,Western,Tabora,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Kwimba,Lake,Mwanza,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Igunga,Western,Tabora,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Bagamoyo,Eastern,Pwani,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Chalinze,Eastern,Pwani,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Kilosa,Eastern,Morogoro,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Songwe,Southwest Highlands,Songwe,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Itigi,Central,Singida,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Bariadi TC,Lake,Simiyu,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Kahama TC,Lake,Shinyanga,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Ludewa,Southern Highlands,Njombe,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Magu,Lake,Mwanza,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Newala TC,Southern,Mtwara,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Busega,Lake,Simiyu,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Songwe,Southwest Highlands,Songwe,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Kasulu Township Authority,Western,Kigoma,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Mpanda,Southwest Highlands,Katavi,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Mpwapwa,Central,Dodoma,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Songwe,Southwest Highlands,Songwe,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Madaba,Southern Highlands,Ruvuma,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Momba,Southwest Highlands,Songwe,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Bunda TC,Lake,Mara,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Kyela,Southwest Highlands,Mbeya,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Mpanda,Southwest Highlands,Katavi,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Mvomero,Eastern,Morogoro,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Ifakara,Eastern,Morogoro,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Mpwapwa,Central,Dodoma,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Kilombero,Eastern,Morogoro,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Kwimba,Lake,Mwanza,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Maswa,Lake,Simiyu,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Chunya,Southwest Highlands,Mbeya,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Pangani,Northern,Tanga,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Tarime TC,Lake,Mara,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Nkasi,Southwest Highlands,Rukwa,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Bahi,Central,Dodoma,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Magu,Lake,Mwanza,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Chalinze,Eastern,Pwani,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Itigi,Central,Singida,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Kilosa,Eastern,Morogoro,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Itigi,Central,Singida,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Kibaha Urban,Eastern,Pwani,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Geita Town,Lake,Geita,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Bunda TC,Lake,Mara,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Ludewa,Southern Highlands,Njombe,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Bukombe,Lake,Geita,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Madaba,Southern Highlands,Ruvuma,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Mpwapwa,Central,Dodoma,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Mpwapwa,Central,Dodoma,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Mpanda,Southwest Highlands,Katavi,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Newala TC,Southern,Mtwara,moderate,moderate,revNMSP4d_adj_CMall_withIPTsc_MDA_noLARV_inVeryLow,increase in CM - ITN continuous
57,Itilima,Lake,Simiyu,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Meatu,Lake,Simiyu,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Ifakara,Eastern,Morogoro,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Nkasi,Southwest Highlands,Rukwa,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Busega,Lake,Simiyu,moderate,moderate,revNMSP4b_adj_CMall_withIPTsc,increase in CM - ITN continuous
57,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,revNMSP4c_adj_CMall_withIPTsc_LARVurbanOnly,increase in CM - ITN continuous
57,Mpanda,Southwest Highlands,Katavi,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
57,Chunya,Southwest Highlands,Mbeya,moderate,moderate,revNMSP4a_adj_CMall,increase in CM - ITN continuous
65,Nanyamba TC,Southern,Mtwara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Kisarawe,Eastern,Pwani,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Mkuranga,Eastern,Pwani,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Masasi,Southern,Mtwara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Liwale,Southern,Lindi,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Uyui,Western,Tabora,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Mtwara DC,Southern,Mtwara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Tunduru,Southern Highlands,Ruvuma,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Namtumbo,Southern Highlands,Ruvuma,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Kigoma Urban,Western,Kigoma,urban,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Handeni Mjini,Northern,Tanga,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Kilindi,Northern,Tanga,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Nachingwea,Southern,Lindi,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Shinyanga,Lake,Shinyanga,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Malinyi,Eastern,Morogoro,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Nyasa,Southern Highlands,Ruvuma,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Masasi Township Authority,Southern,Mtwara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Nzega,Western,Tabora,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Nanyumbu,Southern,Mtwara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Msalala,Lake,Shinyanga,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Kibiti,Eastern,Pwani,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Mafia,Eastern,Pwani,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Ruangwa,Southern,Lindi,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Handeni,Northern,Tanga,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Morogoro,Eastern,Morogoro,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Ushetu,Lake,Shinyanga,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Tandahimba,Southern,Mtwara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Nsimbo,Southwest Highlands,Katavi,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Lindi,Southern,Lindi,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Kilwa,Southern,Lindi,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Lindi Urban,Southern,Lindi,urban,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Nzega TC,Western,Tabora,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Kibaha,Eastern,Pwani,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Rufiji,Eastern,Pwani,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Mlele,Southwest Highlands,Katavi,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Songea DC,Southern Highlands,Ruvuma,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Ulanga,Eastern,Morogoro,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Tabora Urban,Western,Tabora,urban,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Busokelo,Southwest Highlands,Mbeya,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Kaliua,Western,Tabora,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Bariadi DC,Lake,Simiyu,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Muheza,Northern,Tanga,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Newala DC,Southern,Mtwara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Sikonge,Western,Tabora,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Mtwara Urban,Southern,Mtwara,urban,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
65,Urambo,Western,Tabora,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IPTsc
66,Geita,Lake,Geita,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Bukoba,Lake,Kagera,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Missenyi,Lake,Kagera,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Buhigwe,Western,Kigoma,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Mbogwe,Lake,Geita,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Karagwe,Lake,Kagera,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Musoma,Lake,Mara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Biharamulo,Lake,Kagera,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Kibondo,Western,Kigoma,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Kasulu,Western,Kigoma,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Buchosa DC,Lake,Mwanza,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Misungwi,Lake,Mwanza,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Kyerwa,Lake,Kagera,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Kakonko,Western,Kigoma,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Bunda DC,Lake,Mara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Ngara,Lake,Kagera,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Tarime,Lake,Mara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Chato,Lake,Geita,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Muleba,Lake,Kagera,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Uvinza,Western,Kigoma,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Rorya,Lake,Mara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Sengerema DC,Lake,Mwanza,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Kigoma,Western,Kigoma,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Nyang'wale,Lake,Geita,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Serengeti,Lake,Mara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Ukerewe,Lake,Mwanza,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
66,Butiama,Lake,Mara,high,high,revNMSP9a_noCM_new_IPTscHighOnly_SMCmoderat_noLSM,ITN continuous-IRS-IPTsc
68,Muleba,Lake,Kagera,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Kakonko,Western,Kigoma,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Kyerwa,Lake,Kagera,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous-IRS-IPTsc
68,Chato,Lake,Geita,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous-IRS-IPTsc
68,Musoma,Lake,Mara,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Uvinza,Western,Kigoma,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Ukerewe,Lake,Mwanza,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Rorya,Lake,Mara,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Serengeti,Lake,Mara,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous-IRS-IPTsc
68,Bunda DC,Lake,Mara,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Uvinza,Western,Kigoma,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous-IRS-IPTsc
68,Ukerewe,Lake,Mwanza,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Kibondo,Western,Kigoma,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Kigoma,Western,Kigoma,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Ngara,Lake,Kagera,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Nyang'wale,Lake,Geita,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Mbogwe,Lake,Geita,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Sengerema DC,Lake,Mwanza,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous-IRS-IPTsc
68,Musoma,Lake,Mara,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous-IRS-IPTsc
68,Bunda DC,Lake,Mara,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Butiama,Lake,Mara,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous-IRS-IPTsc
68,Mbogwe,Lake,Geita,high,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN MRC continuous-IRS-IPTsc
68,Uvinza,Western,Kigoma,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Mbogwe,Lake,Geita,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Bukoba,Lake,Kagera,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Buhigwe,Western,Kigoma,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Kigoma,Western,Kigoma,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Sengerema DC,Lake,Mwanza,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Serengeti,Lake,Mara,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Serengeti,Lake,Mara,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Kibondo,Western,Kigoma,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Karagwe,Lake,Kagera,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Missenyi,Lake,Kagera,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Ukerewe,Lake,Mwanza,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Butiama,Lake,Mara,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Sengerema DC,Lake,Mwanza,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Ngara,Lake,Kagera,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Tarime,Lake,Mara,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Butiama,Lake,Mara,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
68,Buchosa DC,Lake,Mwanza,high,high,revNMSP7b_adj_VConly_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Tarime,Lake,Mara,high,high,revNMSP3b_adj_withIPTsc,ITN MRC continuous-IRS-IPTsc
68,Chato,Lake,Geita,high,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN MRC continuous-IRS-IPTsc
