Strategy_FutScen_nr,District,Zone,Region,Strata,Strata_withoutUrban,Strategy,FutScen_label
25,Mpanda Urban,Southwest Highlands,Katavi,urban,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous-LARV
25,Morogoro Urban,Eastern,Morogoro,urban,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous-LARV
25,Tabora Urban,Western,Tabora,urban,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous-LARV
25,Morogoro Urban,Eastern,Morogoro,urban,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous-LARV
25,Musoma Urban,Lake,Mara,urban,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous-LARV
25,Morogoro Urban,Eastern,Morogoro,urban,moderate,revNMSP7a_adj_VConly,ITN continuous-LARV
25,Tanga Urban,Northern,Tanga,urban,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous-LARV
25,Kigamboni,Eastern,Daressalaam,urban,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous-LARV
25,Tanga Urban,Northern,Tanga,urban,moderate,revNMSP7a_adj_VConly,ITN continuous-LARV
25,Tabora Urban,Western,Tabora,urban,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous-LARV
25,Kigoma Urban,Western,Kigoma,urban,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous-LARV
25,Songea Urban,Southern Highlands,Ruvuma,urban,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous-LARV
25,Lindi Urban,Southern,Lindi,urban,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous-LARV
25,Mtwara Urban,Southern,Mtwara,urban,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous-LARV
25,Kigoma Urban,Western,Kigoma,urban,high,revNMSP7b_adj_VConly_withIPTsc,ITN continuous-LARV
25,Tanga Urban,Northern,Tanga,urban,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous-LARV
25,Kigamboni,Eastern,Daressalaam,urban,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous-LARV
25,Kigoma Urban,Western,Kigoma,urban,high,revNMSP7a_adj_VConly,ITN continuous-LARV
25,Songea Urban,Southern Highlands,Ruvuma,urban,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous-LARV
25,Tabora Urban,Western,Tabora,urban,high,revNMSP7a_adj_VConly,ITN continuous-LARV
25,Kigoma Urban,Western,Kigoma,urban,high,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous-LARV
25,Ilemela,Lake,Mwanza,urban,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous-LARV
25,Shinyanga Urban,Lake,Shinyanga,urban,moderate,revNMSP7a_adj_VConly,ITN continuous-LARV
25,Mtwara Urban,Southern,Mtwara,urban,high,revNMSP7b_adj_VConly_withIPTsc,ITN continuous-LARV
25,Kigamboni,Eastern,Daressalaam,urban,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous-LARV
25,Ilemela,Lake,Mwanza,urban,moderate,revNMSP7a_adj_VConly,ITN continuous-LARV
25,Songea Urban,Southern Highlands,Ruvuma,urban,moderate,revNMSP7a_adj_VConly,ITN continuous-LARV
25,Mtwara Urban,Southern,Mtwara,urban,high,revNMSP7a_adj_VConly,ITN continuous-LARV
25,Mpanda Urban,Southwest Highlands,Katavi,urban,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous-LARV
25,Tabora Urban,Western,Tabora,urban,high,revNMSP7b_adj_VConly_withIPTsc,ITN continuous-LARV
25,Shinyanga Urban,Lake,Shinyanga,urban,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous-LARV
25,Ilemela,Lake,Mwanza,urban,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous-LARV
25,Kigamboni,Eastern,Daressalaam,urban,moderate,revNMSP7a_adj_VConly,ITN continuous-LARV
25,Mtwara Urban,Southern,Mtwara,urban,high,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous-LARV
25,Musoma Urban,Lake,Mara,urban,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous-LARV
25,Musoma Urban,Lake,Mara,urban,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous-LARV
25,Mpanda Urban,Southwest Highlands,Katavi,urban,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous-LARV
25,Lindi Urban,Southern,Lindi,urban,high,revNMSP7a_adj_VConly,ITN continuous-LARV
27,Bariadi TC,Lake,Simiyu,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Chunya,Southwest Highlands,Mbeya,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Mpwapwa,Central,Dodoma,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Nkasi,Southwest Highlands,Rukwa,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Itilima,Lake,Simiyu,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Meatu,Lake,Simiyu,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Bukombe,Lake,Geita,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Bukombe,Lake,Geita,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Pangani,Northern,Tanga,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Momba,Southwest Highlands,Songwe,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Mvomero,Eastern,Morogoro,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Igunga,Western,Tabora,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Kalambo,Southwest Highlands,Rukwa,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Igunga,Western,Tabora,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Kishapu,Lake,Shinyanga,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Mpwapwa,Central,Dodoma,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Kwimba,Lake,Mwanza,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Itigi,Central,Singida,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Busega,Lake,Simiyu,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Kalambo,Southwest Highlands,Rukwa,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Bariadi TC,Lake,Simiyu,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Itilima,Lake,Simiyu,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Nkasi,Southwest Highlands,Rukwa,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Kilombero,Eastern,Morogoro,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Bahi,Central,Dodoma,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Ludewa,Southern Highlands,Njombe,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Chunya,Southwest Highlands,Mbeya,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Mpanda,Southwest Highlands,Katavi,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Kibaha Urban,Eastern,Pwani,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Pangani,Northern,Tanga,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Chalinze,Eastern,Pwani,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Mpwapwa,Central,Dodoma,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Bunda TC,Lake,Mara,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Madaba,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Kwimba,Lake,Mwanza,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Kyela,Southwest Highlands,Mbeya,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Maswa,Lake,Simiyu,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Igunga,Western,Tabora,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Itigi,Central,Singida,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Chalinze,Eastern,Pwani,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Ludewa,Southern Highlands,Njombe,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Geita Town,Lake,Geita,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Geita Town,Lake,Geita,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Mkinga,Northern,Tanga,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Kilombero,Eastern,Morogoro,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Kahama TC,Lake,Shinyanga,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Momba,Southwest Highlands,Songwe,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Bahi,Central,Dodoma,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Chunya,Southwest Highlands,Mbeya,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Bukombe,Lake,Geita,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Kasulu Township Authority,Western,Kigoma,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Kasulu Township Authority,Western,Kigoma,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Tarime TC,Lake,Mara,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Maswa,Lake,Simiyu,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Korogwe,Northern,Tanga,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Madaba,Southern Highlands,Ruvuma,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Kahama TC,Lake,Shinyanga,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Bagamoyo,Eastern,Pwani,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Mpanda,Southwest Highlands,Katavi,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Itigi,Central,Singida,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Chalinze,Eastern,Pwani,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Mpwapwa,Central,Dodoma,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Kilosa,Eastern,Morogoro,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Mvomero,Eastern,Morogoro,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Madaba,Southern Highlands,Ruvuma,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Itilima,Lake,Simiyu,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Kishapu,Lake,Shinyanga,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Newala TC,Southern,Mtwara,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Momba,Southwest Highlands,Songwe,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Momba,Southwest Highlands,Songwe,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Mvomero,Eastern,Morogoro,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Korogwe,Northern,Tanga,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Chalinze,Eastern,Pwani,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Mpwapwa,Central,Dodoma,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Mpanda,Southwest Highlands,Katavi,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Kilosa,Eastern,Morogoro,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Madaba,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Kilombero,Eastern,Morogoro,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Mpwapwa,Central,Dodoma,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Ludewa,Southern Highlands,Njombe,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Busega,Lake,Simiyu,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Momba,Southwest Highlands,Songwe,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Bariadi TC,Lake,Simiyu,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Itilima,Lake,Simiyu,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Bahi,Central,Dodoma,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Magu,Lake,Mwanza,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Bariadi TC,Lake,Simiyu,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Tarime TC,Lake,Mara,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Kibaha Urban,Eastern,Pwani,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Pangani,Northern,Tanga,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Geita Town,Lake,Geita,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Newala TC,Southern,Mtwara,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Nkasi,Southwest Highlands,Rukwa,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Mbinga TC,Southern Highlands,Ruvuma,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Nkasi,Southwest Highlands,Rukwa,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Chunya,Southwest Highlands,Mbeya,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Kahama TC,Lake,Shinyanga,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Pangani,Northern,Tanga,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Magu,Lake,Mwanza,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Kasulu Township Authority,Western,Kigoma,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Momba,Southwest Highlands,Songwe,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Bukombe,Lake,Geita,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Kishapu,Lake,Shinyanga,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Magu,Lake,Mwanza,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Kalambo,Southwest Highlands,Rukwa,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Igunga,Western,Tabora,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Newala TC,Southern,Mtwara,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Korogwe Township Authority,Northern,Tanga,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Igunga,Western,Tabora,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Kasulu Township Authority,Western,Kigoma,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Meatu,Lake,Simiyu,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Ludewa,Southern Highlands,Njombe,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Kibaha Urban,Eastern,Pwani,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Itilima,Lake,Simiyu,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Kahama TC,Lake,Shinyanga,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Mkinga,Northern,Tanga,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Madaba,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Itilima,Lake,Simiyu,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Kahama TC,Lake,Shinyanga,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Chalinze,Eastern,Pwani,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Kilosa,Eastern,Morogoro,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Kasulu Township Authority,Western,Kigoma,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Kalambo,Southwest Highlands,Rukwa,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Maswa,Lake,Simiyu,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Tarime TC,Lake,Mara,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Bariadi TC,Lake,Simiyu,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Ifakara,Eastern,Morogoro,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Kyela,Southwest Highlands,Mbeya,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Bunda TC,Lake,Mara,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Madaba,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Korogwe Township Authority,Northern,Tanga,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Kwimba,Lake,Mwanza,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Kyela,Southwest Highlands,Mbeya,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Kilosa,Eastern,Morogoro,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Bahi,Central,Dodoma,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Kilombero,Eastern,Morogoro,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Kishapu,Lake,Shinyanga,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Bagamoyo,Eastern,Pwani,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Mkinga,Northern,Tanga,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Kalambo,Southwest Highlands,Rukwa,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Kibaha Urban,Eastern,Pwani,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Mkinga,Northern,Tanga,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Korogwe,Northern,Tanga,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Newala TC,Southern,Mtwara,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Chunya,Southwest Highlands,Mbeya,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Bunda TC,Lake,Mara,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Kibaha Urban,Eastern,Pwani,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Korogwe Township Authority,Northern,Tanga,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Nkasi,Southwest Highlands,Rukwa,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Bunda TC,Lake,Mara,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Ifakara,Eastern,Morogoro,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Kilombero,Eastern,Morogoro,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Mpanda,Southwest Highlands,Katavi,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Newala TC,Southern,Mtwara,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Mkinga,Northern,Tanga,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Bunda TC,Lake,Mara,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Bagamoyo,Eastern,Pwani,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Kibaha Urban,Eastern,Pwani,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Itigi,Central,Singida,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Songwe,Southwest Highlands,Songwe,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Meatu,Lake,Simiyu,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Ifakara,Eastern,Morogoro,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Mvomero,Eastern,Morogoro,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Kyela,Southwest Highlands,Mbeya,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Korogwe,Northern,Tanga,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Korogwe Township Authority,Northern,Tanga,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Newala TC,Southern,Mtwara,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Tarime TC,Lake,Mara,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Maswa,Lake,Simiyu,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Ludewa,Southern Highlands,Njombe,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Kasulu Township Authority,Western,Kigoma,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Bagamoyo,Eastern,Pwani,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Songwe,Southwest Highlands,Songwe,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Meatu,Lake,Simiyu,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Magu,Lake,Mwanza,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Igunga,Western,Tabora,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Songwe,Southwest Highlands,Songwe,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Meatu,Lake,Simiyu,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Kilosa,Eastern,Morogoro,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Geita Town,Lake,Geita,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Mpanda,Southwest Highlands,Katavi,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
27,Itigi,Central,Singida,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Pangani,Northern,Tanga,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Kilosa,Eastern,Morogoro,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Bahi,Central,Dodoma,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Bahi,Central,Dodoma,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Kyela,Southwest Highlands,Mbeya,moderate,moderate,revNMSP7b_adj_VConly_withIPTsc,ITN continuous
27,Bariadi TC,Lake,Simiyu,moderate,moderate,revNMSP3b_adj_withIPTsc,ITN continuous
27,Mbinga,Southern Highlands,Ruvuma,moderate,moderate,revNMSP7c_adj_VConly_withIPTsc_LARVurbanOnly,ITN continuous
27,Ifakara,Eastern,Morogoro,moderate,moderate,revNMSP7d_adj_VConly_withIPTsc_MDA_noLARV_inVeryLow,ITN continuous
27,Kwimba,Lake,Mwanza,moderate,moderate,revNMSP3a_adj,ITN continuous
27,Mvomero,Eastern,Morogoro,moderate,moderate,revNMSP7a_adj_VConly,ITN continuous
